sampleID	plotID	name	day	month	year	time	weather	air_temp_c	notes	plot_name	rep	pseudorep	MMPRNT_ID	plant	treatment	time_zone	longitude	latitude	altitude	location	country	soil_name	number_cores	SPNL_date	pH	lime_index	P_ppm	K_ppm	Ca_ppm	Mg_ppm	organic_matter	NO3N_ppm	NH4_ppm	soil_moisture_percent	soil_temp_10cm	plant_name	LDMC_mg_per_g	nitrogen_percent	carbon_percent	carbon_per_nitrogen	height_mean_cm	mass_per_leaf_g	nucleic_acid_name	date_of_extraction	nucleic_acid_type	replicate_extraction	source	source_mass	extraction_method	elution_vol_ul	concentration_ng_per_ul	ratio_260_280	conc_ng_per_g_source	extracted_by	sequence_name	sequencing_date	conc_sent_ng_per_ul	sequencing_type	sequencing_facility	primers	submitted_for_sequencing	sequencing_successful	duplicate_submitted	dup_sequencing_name	exclude_from_analysis	itemID_JGI	sampleID_JGI	barcode	JGI_library	HPCC_path	JGI_taxonOID	JGI_rawdataname	sampling_date	time_numeric	date	precipitation	Air_temp_mean	air_temp_max	Air_Temp_Min	Air_Pressure	RH	AH	Wind_Speed_Mean	Wind_Direction_Mean	Solar_Radiation	PAR	soil_temp_5_cm_bare_avg	soil_temp_5_cm_sod_avg	Year	X	X.1	X.2	X.3
82	12	G6R2_MAIN_12JUL2016	12	7	2016	12:14	38.7 C sunny, windy	33.7	NA	G6R2_MAIN	2	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_MAIN_12JUL2016	6	2017-09-27	5.6	68	26	39	710	104	2.2	4.9	2.7	4.76	26.3	G6R2_MAIN_12JUL2016	350	1.6206	45.6527	28.17	233.68	0.867	G6R2_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	6.77	Benzyl Chloride 	190	151.33		4247.1	SH Lee	G6R2_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015343	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
83	13	G6R3_MAIN_12JUL2016	12	7	2016	13:25	38.7 C sunny, windy	32.8	drier than other plots	G6R3_MAIN	3	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_MAIN_12JUL2016	6	2017-09-27	5.5	68	36	58	747	120	2.1	8.1	7.4	3.84	26.8	G6R3_MAIN_12JUL2016	377	1.8707	46.543	24.88	233.68	0.934	G6R3_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	6.86	Benzyl Chloride 	190	48.4		1340.5	SH Lee	G6R3_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015283	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
84	14	G6R4_MAIN_12JUL2016	12	7	2016	14:00	38.7 C sunny, windy	36.3	NA	G6R4_MAIN	4	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_MAIN_12JUL2016	6	2017-09-27	5.7	68	44	160	812	146	2.9	9.6	3.8	6.95	24.7	G6R4_MAIN_12JUL2016	318	1.3949	45.4981	32.62	233.68	0.913	G6R4_MAIN_12JUL2016_LD1		DNA	1	phyllosphere	6.96	Benzyl Chloride 	190	23.87		651.6	SH Lee	G6R4_MAIN_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015296	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
85	16	G6R1_NF_12JUL2016	12	7	2016	11:34	38.7 C sunny, windy	30.3	NA	G6R1_NF	1	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_NF_12JUL2016	6	2017-09-27	6.1	69	32	59	821	144	2.6	0.5	3.7	5.7	24.9	G6R1_NF_12JUL2016	314	1.3526	45.2556	33.46	233.68	3.003	G6R1_NF_12JUL2016_LD1		DNA	1	phyllosphere	5.24	Benzyl Chloride 	190	31.8		1153.1	SH Lee	G6R1_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015305	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
86	17	G6R2_NF_12JUL2016	12	7	2016	12:24	38.7 C sunny, windy	32.6	NA	G6R2_NF	2	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_NF_12JUL2016	6	2017-09-27	5.9	69	20	41	735	116	2.3	0.7	3.3	4.58	25.4	G6R2_NF_12JUL2016	328	1.5644	45.4903	29.08	233.68	3.241	G6R2_NF_12JUL2016_LD1		DNA	1	phyllosphere	6.28	Benzyl Chloride 	190	64.13		1940.2	SH Lee	G6R2_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015355	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
87	18	G6R3_NF_12JUL2016	12	7	2016	13:19	38.7 C sunny, windy	34.8	drier than other plots	G6R3_NF	3	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_NF_12JUL2016	6	2017-09-27	6.3	69	21	68	1064	158	2.5	3.5	6.3	4.45	26.8	G6R3_NF_12JUL2016	339	1.4153	45.4397	32.11	233.68	3.351	G6R3_NF_12JUL2016_LD1		DNA	1	phyllosphere	5.51	Benzyl Chloride 	190	16		551.7	SH Lee	G6R3_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015281	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
88	19	G6R4_NF_12JUL2016	12	7	2016	14:10	38.7 C sunny, windy	40.4	NA	G6R4_NF	4	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_NF_12JUL2016	6	2017-09-27	6	69	35	71	801	150	2.7	0.9	2.3	5.92	28.9	G6R4_NF_12JUL2016	287	1.1003	45.4071	41.27	233.68	3.076	G6R4_NF_12JUL2016_LD1		DNA	1	phyllosphere	7.75	Benzyl Chloride 	190	14.5		355.5	SH Lee	G6R4_NF_12JUL2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015351	NA	2016-07-12	1468296000	12.07.16	5	25	32.8	21.7	796	74.61	2.32	3.7	185.6	276.05	375.37	27.9	24.2	2016	NA	NA	NA	NA
89	1	G5R1_MAIN_01AUG2016	1	8	2016	11:32	partly cloudy, 24C	27	NA	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_01AUG2016	6	2017-10-03	6.3	72	16	56	761	94	1.8	1.2	2.9	12.28	21.6	G5R1_MAIN_01AUG2016	440	1.4577	45.5692	31.26	180.34	0.696	G5R1_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	5.19	Benzyl Chloride 	190	6.63		242.7	SH Lee	G5R1_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015310	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
90	2	G5R2_MAIN_01AUG2016	1	8	2016	12:02	partly cloudy, 24C	22.7	NA	G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_01AUG2016	6	2017-10-03	6	72	12	66	740	110	2.1	1.2	4.3	13.49	26	G5R2_MAIN_01AUG2016	437	1.5144	45.5953	30.11	180.34	0.611	G5R2_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	5.06	Benzyl Chloride 	190	5.04		189.2	SH Lee	G5R2_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015350	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
91	3	G5R3_MAIN_01AUG2016	1	8	2016	13:25	partly cloudy, 24C	28	NA	G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_01AUG2016	6	2017-10-03	6.3	72	8	67	960	128	2.3	1.5	2.7	13.71	21.6	G5R3_MAIN_01AUG2016	418	1.7556	45.8841	26.14	180.34	0.591	G5R3_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	5.83	Benzyl Chloride 	190	8.38		273.1	SH Lee	G5R3_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015313	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
92	4	G5R4_MAIN_01AUG2016	1	8	2016	14:11	partly cloudy, 24C	28	NA	G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_01AUG2016	6	2017-10-03	6.1	73	18	109	819	142	2.2	2.1	2.9	11.86	23.2	G5R4_MAIN_01AUG2016	418	1.8887	45.5439	24.11	180.34	0.584	G5R4_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	5.32	Benzyl Chloride 	190	12.6		450	SH Lee	G5R4_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015320	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
93	6	G5R1_NF_01AUG2016	1	8	2016	11:32	partly cloudy, 24C	27	NA	G5R1_NF	1	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_NF_01AUG2016	6	2017-10-03	6.6	73	16	73	894	133	2	0.6	3.9	13.82	21.6	G5R1_NF_01AUG2016	423	1.3433	44.849	33.39	180.34	3.271	G5R1_NF_01AUG2016_LD1		DNA	1	phyllosphere	5.05	Benzyl Chloride 	190	4.41		165.9	SH Lee	G5R1_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015326	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
94	7	G5R2_NF_01AUG2016	1	8	2016	12:02	partly cloudy, 24C	22.7	NA	G5R2_NF	2	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_NF_01AUG2016	6	2017-10-03	6.1	73	9	66	821	118	1.9	0.2	3.2	12.98	26	G5R2_NF_01AUG2016	477	1.5426	45.4351	29.45	180.34	3.276	G5R2_NF_01AUG2016_LD1		DNA	1	phyllosphere	5.21	Benzyl Chloride 	190	4.79		174.7	SH Lee	G5R2_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015354	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
95	8	G5R3_NF_01AUG2016	1	8	2016	13:25	partly cloudy, 24C	28	NA	G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_01AUG2016	6	2017-10-03	6.5	72	14	104	930	125	2.4	2	3.9	15.65	21.6	G5R3_NF_01AUG2016	179	1.2879	45.5872	35.4	180.34	1.18	G5R3_NF_01AUG2016_LD1		DNA	1	phyllosphere	5.27	Benzyl Chloride 	190	4.64		167.3	SH Lee	G5R3_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015312	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
96	9	G5R4_NF_01AUG2016	1	8	2016	14:11	partly cloudy, 24C	28	NA	G5R4_NF	4	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_NF_01AUG2016	6	2017-10-03	6	73	20	99	768	135	2.1	0.8	3.4	12.81	23.2	G5R4_NF_01AUG2016	441	1.4285	45.0125	31.51	180.34	1.023	G5R4_NF_01AUG2016_LD1		DNA	1	phyllosphere	5.1	Benzyl Chloride 	190	12.8		476.9	SH Lee	G5R4_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015352	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
97	11	G6R1_MAIN_01AUG2016	1	8	2016	11:50	partly cloudy, 24C	24.3	NA	G6R1_MAIN	1	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_MAIN_01AUG2016	6	2017-10-03	6.2	72	20	50	849	123	1.8	2.5	3.7	10.6	20.8	G6R1_MAIN_01AUG2016	368	1.7343	46.051	26.55	241.3	0.745	G6R1_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	5.18	Benzyl Chloride 	190	14.3		524.5	SH Lee	G6R1_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015276	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
98	12	G6R2_MAIN_01AUG2016	1	8	2016	12:43	partly cloudy, 24C	20.9	NA	G6R2_MAIN	2	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_MAIN_01AUG2016	6	2017-10-03	6.1	73	19	51	800	96	2.2	2.1	3.7	12.98	26	G6R2_MAIN_01AUG2016	351	1.8822	46.1877	24.54	241.3	0.545	G6R2_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	5.04	Benzyl Chloride 	190	16.33		615.6	SH Lee	G6R2_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015287	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
99	13	G6R3_MAIN_01AUG2016	1	8	2016	13:43	partly cloudy, 24C	28	NA	G6R3_MAIN	3	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_MAIN_01AUG2016	6	2017-10-03	6.1	71	22	73	814	113	2.2	2.3	2.2	11.78	22.8	G6R3_MAIN_01AUG2016	949	1.3814	45.8037	33.16	241.3	1.427	G6R3_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	5.06	Benzyl Chloride 	190	14.57		547.1	SH Lee	G6R3_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015275	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
100	14	G6R4_MAIN_01AUG2016	1	8	2016	14:04	partly cloudy, 24C	28	NA	G6R4_MAIN	4	NA	NA	miscanthus	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_MAIN_01AUG2016	6	2017-10-03	6.1	72	34	97	766	140	2.3	3.3	3.2	14.01	20.8	G6R4_MAIN_01AUG2016	1133	1.7474	46.3424	26.52	241.3	0.516	G6R4_MAIN_01AUG2016_LD1		DNA	1	phyllosphere	7.4	Benzyl Chloride 	190	37		950	SH Lee	G6R4_MAIN_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015288	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
101	16	G6R1_NF_01AUG2016	1	8	2016	11:50	partly cloudy, 24C	24.3	NA	G6R1_NF	1	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R1_NF_01AUG2016	6	2017-10-03	6.2	72	18	75	875	137	2.3	1.6	3.7	13.4	20.8	G6R1_NF_01AUG2016	356	1.4489	45.5957	31.47	241.3	2.901	G6R1_NF_01AUG2016_LD1		DNA	1	phyllosphere	6.44	Benzyl Chloride 	190	31.13		918.4	SH Lee	G6R1_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015279	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
102	17	G6R2_NF_01AUG2016	1	8	2016	12:43	partly cloudy, 24C	20.9	NA	G6R2_NF	2	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R2_NF_01AUG2016	6	2017-10-03	6.4	73	16	48	772	101	2.2	2	2.5	13.21	26	G6R2_NF_01AUG2016	370	1.7439	45.7886	26.26	241.3	2.671	G6R2_NF_01AUG2016_LD1		DNA	1	phyllosphere	5.35	Benzyl Chloride 	190	20.13		714.9	SH Lee	G6R2_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015295	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
103	18	G6R3_NF_01AUG2016	1	8	2016	13:43	partly cloudy, 24C	28	NA	G6R3_NF	3	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R3_NF_01AUG2016	6	2017-10-03	5.9	71	17	72	864	130	2.6	1.7	3.5	13.33	22.8	G6R3_NF_01AUG2016	363	1.5858	45.6346	28.78	241.3	3.13	G6R3_NF_01AUG2016_LD1		DNA	1	phyllosphere	6.49	Benzyl Chloride 	190	5.02		147	SH Lee	G6R3_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015286	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
104	19	G6R4_NF_01AUG2016	1	8	2016	14:04	partly cloudy, 24C	28	NA	G6R4_NF	4	NA	NA	miscanthus	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G6R4_NF_01AUG2016	6	2017-10-03	6.4	73	25	88	841	133	2.3	1.9	3.6	13.46	20.8	G6R4_NF_01AUG2016	322	1.4259	45.5058	31.91	241.3	3.599	G6R4_NF_01AUG2016_LD1		DNA	1	phyllosphere	5.62	Benzyl Chloride 	190	8.45		285.7	SH Lee	G6R4_NF_01AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015347	NA	2016-08-01	1470024000	01.08.16	0	22	28.7	15.3	605	74.32	1.83	1.29	32.2	311.4	423.21	24.9	23.6	2016	NA	NA	NA	NA
105	1	G5R1_MAIN_22AUG2016	22	8	2016	11:04	Clear, 23C	24.1	NA	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_22AUG2016	6	2017-09-26	6.5	73	25	60	880	90	1.5	5	13.6	13.29	20.1	G5R1_MAIN_22AUG2016	401	1.6472	46.0693	27.97	203.2	0.474	G5R1_MAIN_22AUG2016_LD2	4/21/17	DNA	2	phyllosphere	9.72	Benzyl Chloride	190	52.6		0	KL Grady	G5R1_MAIN_22AUG2016_LD2_MG		6.67	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	Y	G5R1_MAIN_22AUG2016_LD1_MG	N	0	147816						2016-08-22	1471838400	22.08.16	0	18.1	24.9	10.9	988	76.39	1.51	1.16	208.6	254.79	331.37	21.5	21.9	2016	NA	NA	NA	NA
106	2	G5R2_MAIN_22AUG2016	22	8	2016	12:18	Clear, 23C	24.7	NA	G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_22AUG2016	6	2017-09-26	6.3	69	14	39	908	122	1.3	1.6	4.9	13.46	20.8	G5R2_MAIN_22AUG2016	384	1.7358	45.7595	26.36	203.2	0.521	G5R2_MAIN_22AUG2016_LD1		DNA	1	phyllosphere	5.67	Benzyl Chloride 	190	40.73		1364.9	SH Lee	G5R2_MAIN_22AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015353	NA	2016-08-22	1471838400	22.08.16	0	18.1	24.9	10.9	988	76.39	1.51	1.16	208.6	254.79	331.37	21.5	21.9	2016	NA	NA	NA	NA
107	3	G5R3_MAIN_22AUG2016	22	8	2016	13:04	partly cloudy, 25C	15.1	NA	G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_22AUG2016	6	2017-09-26	6.5	73	11	46	1070	123	1.4	1.6	3.2	15.08	20.6	G5R3_MAIN_22AUG2016	390	1.633	45.7778	28.03	203.2	0.616	G5R3_MAIN_22AUG2016_LD1		DNA	1	phyllosphere	5.11	Benzyl Chloride 	190	20.93		778.2	SH Lee	G5R3_MAIN_22AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015306	NA	2016-08-22	1471838400	22.08.16	0	18.1	24.9	10.9	988	76.39	1.51	1.16	208.6	254.79	331.37	21.5	21.9	2016	NA	NA	NA	NA
108	4	G5R4_MAIN_22AUG2016	22	8	2016	14:03	partly cloudy, 25C	22.5	NA	G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_22AUG2016	6	2017-09-26	6.2	69	24	92	776	128	1.8	2.2	3.9	13.51	21.6	G5R4_MAIN_22AUG2016	394	1.7404	46.101	26.49	203.2	0.499	G5R4_MAIN_22AUG2016_LD1		DNA	1	phyllosphere	5.08	Benzyl Chloride 	190	27.93		1044.6	SH Lee	G5R4_MAIN_22AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015318	NA	2016-08-22	1471838400	22.08.16	0	18.1	24.9	10.9	988	76.39	1.51	1.16	208.6	254.79	331.37	21.5	21.9	2016	NA	NA	NA	NA
109	6	G5R1_NF_22AUG2016	22	8	2016	11:04	Clear, 23C	24.1	NA	G5R1_NF	1	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_NF_22AUG2016	6	2017-09-26	6.6	73	18	55	861	115	1.6	1.5	3.4	14.52	20.1	G5R1_NF_22AUG2016	477	1.1859	45.3229	38.22	203.2	2.499	G5R1_NF_22AUG2016_LD1		DNA	1	phyllosphere	5.15	Benzyl Chloride 	190	22.4		826.4	SH Lee	G5R1_NF_22AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015311	NA	2016-08-22	1471838400	22.08.16	0	18.1	24.9	10.9	988	76.39	1.51	1.16	208.6	254.79	331.37	21.5	21.9	2016	NA	NA	NA	NA
110	7	G5R2_NF_22AUG2016	22	8	2016	12:18	Clear, 23C	24.7	NA	G5R2_NF	2	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_NF_22AUG2016	6	2017-09-26	6.2	69	13	52	922	124	1.8	0.7	4.1	17.94	20.8	G5R2_NF_22AUG2016	417	1.5256	57.1143	37.44	203.2	2.542	G5R2_NF_22AUG2016_LD1		DNA	1	phyllosphere	5.28	Benzyl Chloride 	190	31.2		1122.7	SH Lee	G5R2_NF_22AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015270	NA	2016-08-22	1471838400	22.08.16	0	18.1	24.9	10.9	988	76.39	1.51	1.16	208.6	254.79	331.37	21.5	21.9	2016	NA	NA	NA	NA
111	8	G5R3_NF_22AUG2016	22	8	2016	13:04	partly cloudy, 25C	15.1	NA	G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_22AUG2016	6	2017-09-26	6.6	72	13	48	1009	115	1.8	1.4	3.8	14.97	20.6	G5R3_NF_22AUG2016	377	1.2335	45.4321	36.83	203.2	2.061	G5R3_NF_22AUG2016_LD1		DNA	1	phyllosphere	5.02	Benzyl Chloride 	190	18.23		690	SH Lee	G5R3_NF_22AUG2016_LD1_MG		4	Illumina Hiseq Metagenome Sequencing	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	0				3300015301	NA	2016-08-22	1471838400	22.08.16	0	18.1	24.9	10.9	988	76.39	1.51	1.16	208.6	254.79	331.37	21.5	21.9	2016	NA	NA	NA	NA
