sampleID	plotID	name	day	month	year	time	weather	air_temp_c	notes	plot_name	rep	pseudorep	MMPRNT_ID	plant	treatment	time_zone	longitude	latitude	altitude	location	country	soil_name	number_cores	SPNL_date	pH	lime_index	P_ppm	K_ppm	Ca_ppm	Mg_ppm	organic_matter	NO3N_ppm	NH4_ppm	soil_moisture_percent	soil_temp_10cm	plant_name	LDMC_mg_per_g	nitrogen_percent	carbon_percent	carbon_per_nitrogen	height_mean_cm	mass_per_leaf_g	nucleic_acid_name	date_of_extraction	nucleic_acid_type	replicate_extraction	source	source_mass	extraction_method	elution_vol_ul	concentration_ng_per_ul	ratio_260_280	conc_ng_per_g_source	extracted_by	sequence_name	sequencing_date	conc_sent_ng_per_ul	sequencing_type	sequencing_facility	primers	submitted_for_sequencing	sequencing_successful	duplicate_submitted	dup_sequencing_name	exclude_from_analysis	itemID_JGI	sampleID_JGI	barcode	JGI_library	HPCC_path	JGI_taxonOID	JGI_rawdataname	sampling_date	time_numeric	date	precipitation	Air_temp_mean	air_temp_max	Air_Temp_Min	Air_Pressure	RH	AH	Wind_Speed_Mean	Wind_Direction_Mean	Solar_Radiation	PAR	soil_temp_5_cm_bare_avg	soil_temp_5_cm_sod_avg	Year	X	X.1	X.2	X.3
201	1	G5R1_MAIN_07AUG2017	7	8	2017	9:44	Cool and Overcast; Rainy	17.9	Tassled 	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_07AUG2017	6	2017-12-07	6.2	73	24	79	669	114	2.3	3	23.8	9.13	18.5	G5R1_MAIN_07AUG2017	362	1.61785	45.84165	28.3626	132.08	0.807	G5R1_MAIN_07AUG2017_LR1	3/16/18	RNA	1	phyllosphere	5.13	Benzyl Chloride	50	564.01	2.21	5497.2	KL Grady	G5R1_MAIN_07AUG2017_LR1_MT		45.1	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192782			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
202	2	G5R2_MAIN_07AUG2017	7	8	2017	10:03	Cool and Overcast; Rainy	19.1	Tassled 	G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_07AUG2017	6	2017-12-07	6	72	16	88	713	122	2.8	6.4	7.6	14.03	19.2	G5R2_MAIN_07AUG2017	564	1.26215	45.3319	36.0343	157.48	0.202	G5R2_MAIN_07AUG2017_LR1	3/16/18	RNA	1	phyllosphere	3.25	Benzyl Chloride	50	112.18	2.15	1725.8	KL Grady	G5R2_MAIN_07AUG2017_LR1_MT		17.9	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192783			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
203	3	G5R3_MAIN_07AUG2017	7	8	2017	10:38	Cool and Overcast; Rainy	19.7	Tassled 	G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_07AUG2017	6	2017-12-07	6.5	74	20	117	924	133	2.8	12.4	13.3	13.02	19	G5R3_MAIN_07AUG2017	343	1.5381	45.29735	29.4898	152.4	0.529	G5R3_MAIN_07AUG2017_LR1	11/22/17	RNA	1	phyllosphere	3.98	Benzyl Chloride	50	16.53	1.84	207.7	KL Grady	G5R3_MAIN_07AUG2017_LR1_MT		16.5	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192784			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
204	4	G5R4_MAIN_07AUG2017	7	8	2017	10:45	Cool and Overcast; Rainy	19.7	Tassled 	G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_07AUG2017	6	2017-12-07	5.8	71	37	134	673	128	3	6.1	9.5	12.92	19.7	G5R4_MAIN_07AUG2017	349	1.66615	45.6904	27.4672	139.7	0.624	G5R4_MAIN_07AUG2017_LR1	11/22/17	RNA	1	phyllosphere	4.85	Benzyl Chloride	50	106.19	2.16	1094.7	KL Grady	G5R4_MAIN_07AUG2017_LR1_MT		17	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192785			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
205	6	G5R1_NF_07AUG2017	7	8	2017	11:49	Sunny and warm	23	Tassled 	G5R1_NF	1	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_NF_07AUG2017	6	2017-12-07	6.7	74	22	85	802	125	2.5	2.4	8.8	12.47	18.7	G5R1_NF_07AUG2017	345	1.2966	44.4849	34.3089	151.13	0.542	G5R1_NF_07AUG2017_LR1	3/16/18	RNA	1	phyllosphere	4.93	Benzyl Chloride	50	107.94	2.13	1094.7	KL Grady	G5R1_NF_07AUG2017_LR1_MT		17.3	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192786			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
206	7	G5R2_NF_07AUG2017	7	8	2017	12:04	Sunny and warm	24	Tassled 	G5R2_NF	2	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_NF_07AUG2017	6	2017-12-07	6.1	72	16	85	775	121	2.4	1.2	11.1	12.91	19.3	G5R2_NF_07AUG2017	348	1.5003	45.1448	30.0905	109.22	0.561	G5R2_NF_07AUG2017_LR1	11/22/17	RNA	1	phyllosphere	5.34	Benzyl Chloride	50	24.09	2.11	225.6	KL Grady	G5R2_NF_07AUG2017_LR1_MT		16.4	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192787			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
207	8	G5R3_NF_07AUG2017	7	8	2017	12:23	Sunny and warm	26	Tassled 	G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_07AUG2017	6	2017-12-07	6.7	74	18	98	928	128	2.7	3.7	10.5	14.72	19.5	G5R3_NF_07AUG2017	365	1.2218	45.1977	36.9927	147.32	0.582	G5R3_NF_07AUG2017_LR1	3/16/18	RNA	1	phyllosphere	5.75	Benzyl Chloride	50	73.38	2.12	638.1	KL Grady	G5R3_NF_07AUG2017_LR1_MT		17.6	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192788			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
208	9	G5R4_NF_07AUG2017	7	8	2017	12:41	Sunny and warm	27.2	Tassled 	G5R4_NF	4	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_NF_07AUG2017	6	2017-12-07	6.1	72	28	121	828	129	2.4	2.5	8.1	11.82	20.6	G5R4_NF_07AUG2017	369	1.2882	44.3675	34.4415	132.08	0.498	G5R4_NF_07AUG2017_LR1	3/16/18	RNA	1	phyllosphere	3.82	Benzyl Chloride	50	10.02	2.01	131.2	KL Grady	G5R4_NF_07AUG2017_LR1_MT		10	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192789			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-07	1502078400	07.08.17	0	18.2	24.9	12.5	984	81.3	1.62	1.71	349.8	218.61	326.13	22.3	21.5	2017	NA	NA	NA	NA
209	1	G5R1_MAIN_28AUG2017	28	8	2017	11:12	Overcast and Drizzle	17.8		G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_28AUG2017	6	2017-12-07	6.7	75	22	93	804	130	2.4	3.2	10.4	8.57	18.5	G5R1_MAIN_28AUG2017	367	1.4213	45.4049	31.946	165.1	0.796	G5R1_MAIN_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	4.24	Benzyl Chloride	50	71.37	2.14	841.6	KL Grady	G5R1_MAIN_28AUG2017_LR1_MT		17.1	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192790			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
210	2	G5R2_MAIN_28AUG2017	28	8	2017	11:25	Overcast and Drizzle	16.6		G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_28AUG2017	6	2017-12-07	6	72	14	77	667	111	2.1	2.9	6.7	11.15	18.5	G5R2_MAIN_28AUG2017	351	1.367	44.7798	32.7577	172.72	0.582	G5R2_MAIN_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	5.67	Benzyl Chloride	50	281.25	2.14	2480.2	KL Grady	G5R2_MAIN_28AUG2017_LR1_MT		22.5	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192791			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
211	3	G5R3_MAIN_28AUG2017	28	8	2017	11:40	Overcast and Drizzle	17.8		G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_28AUG2017	6	2017-12-07	6.6	74	20	102	897	128	2	3.3	6.9	9.56	18.3	G5R3_MAIN_28AUG2017	373	1.4812	44.0241	29.7219	167.64	0.763	G5R3_MAIN_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	6.74	Benzyl Chloride	50	253.94	2.14	1883.8	KL Grady	G5R3_MAIN_28AUG2017_LR1_MT		20.3	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192792			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
212	4	G5R4_MAIN_28AUG2017	28	8	2017	11:52	Showers	17.4		G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_28AUG2017	6	2017-12-07	5.9	72	31	147	712	135	2.4	2.6	8.1	10.21	19.2	G5R4_MAIN_28AUG2017	383	1.6367	44.6282	27.2672	162.56	0.77	G5R4_MAIN_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	4.13	Benzyl Chloride	50	105.6	2.17	1278.5	KL Grady	G5R4_MAIN_28AUG2017_LR1_MT		16.9	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192793			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
213	6	G5R1_NF_28AUG2017	28	8	2017	12:52	Partly Cloudy and Warm	17		G5R1_NF	1	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_NF_28AUG2017	6	2017-12-07	6.8		20	82	867	132	2.2	1.1	10.2	10.57	18.4	G5R1_NF_28AUG2017	352	1.4651	44.6851	30.4997	160.02	0.491	G5R1_NF_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	5.05	Benzyl Chloride	50	120.56	2.15	1193.7	KL Grady	G5R1_NF_28AUG2017_LR1_MT		19.3	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192794			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
214	7	G5R2_NF_28AUG2017	28	8	2017	13:05	Partly Cloudy and Warm	18.15		G5R2_NF	2	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_NF_28AUG2017	6	2017-12-07	6.2	73	16	93	865	130	2.2	0.2	8.3	9.49	18.8	G5R2_NF_28AUG2017	374	1.218	44.9548	36.9087	127	0.495	G5R2_NF_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	7	Benzyl Chloride	50	283.05	2.14	2021.8	KL Grady	G5R2_NF_28AUG2017_LR1_MT		22.6	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192795			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
215	8	G5R3_NF_28AUG2017	28	8	2017	13:18	Partly Cloudy and Warm	21.7		G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_28AUG2017	6	2017-12-07	6.7	74	14	114	1007	133	2.6	2.2	9.5	11.45	18.3	G5R3_NF_28AUG2017	380	1.1708	44.9425	38.3861	152.4	0.551	G5R3_NF_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	6.17	Benzyl Chloride	50	392.64	2.1	3181.8	KL Grady	G5R3_NF_28AUG2017_LR1_MT		31.4	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192796			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
216	9	G5R4_NF_28AUG2017	28	8	2017	13:25	Partly Cloudy and Warm	20.8		G5R4_NF	4	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_NF_28AUG2017	6	2017-12-07	6.2	71	27	137	781	135	2.4	1.9	8.1	11.29	19.4	G5R4_NF_28AUG2017	383	1.1817	44.3726	37.5498	137.16	0.481	G5R4_NF_28AUG2017_LR1	4/16/18	RNA	1	phyllosphere	4.29	Benzyl Chloride	50	150.58	2.18	1755	KL Grady	G5R4_NF_28AUG2017_LR1_MT		18.1	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192797			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-08-28	1503892800	28.08.17	3	17.3	23.3	13.8	985	82.74	1.59	1.38	88.6	141.25	212.71	19.9	20.2	2017	NA	NA	NA	NA
217	1	G5R1_MAIN_18SEP2017	18	9	2017	11:15	Sunny and partly cloudy,Warm	18.6	senescence	G5R1_MAIN	1	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R1_MAIN_18SEP2017	6	2017-12-07	6.3	71	22	65	829	115	1.9	0.2	2.3	4.46	18.2	G5R1_MAIN_18SEP2017	755	1.0692	43.8166	40.9807	165.1	0.58	G5R1_MAIN_18SEP2017_LR1	4/24/18	RNA	1	phyllosphere	3.67	Benzyl Chloride	50	2.62	1.34	35.7	KL Grady	G5R1_MAIN_18SEP2017_LR1_MT		2.6	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192798			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-09-18	1505707200	18.09.17	0	18.9	27	14.1	985	78.3	1.62	1.89	19.6	166.3	246.46	21.8	NA	2017	NA	NA	NA	NA
218	2	G5R2_MAIN_18SEP2017	18	9	2017	11:30	Sunny and partly cloudy,Warm	20.1	senescence	G5R2_MAIN	2	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R2_MAIN_18SEP2017	6	2017-12-07	6	71	21	84	718	111	2.2	0.1	2.6	5.7	19	G5R2_MAIN_18SEP2017	484	1.1097	45.4622	40.968	152.4	0.407	G5R2_MAIN_18SEP2017_LR1	4/24/18	RNA	1	phyllosphere	3.08	Benzyl Chloride	50	165.92	2.18	2693.5	KL Grady	G5R2_MAIN_18SEP2017_LR1_MT		19.9	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192799			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-09-18	1505707200	18.09.17	0	18.9	27	14.1	985	78.3	1.62	1.89	19.6	166.3	246.46	21.8	NA	2017	NA	NA	NA	NA
219	3	G5R3_MAIN_18SEP2017	18	9	2017	11:48	Sunny and partly cloudy,Warm	18.3	senescence	G5R3_MAIN	3	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_MAIN_18SEP2017	6	2017-12-07	6.2	71	29	136	885	149	1.9	0.3	3.8	5.59	19.7	G5R3_MAIN_18SEP2017	574	1.0437	45.2438	43.3494	173.99	0.38	G5R3_MAIN_18SEP2017_LR1	4/24/18	RNA	1	phyllosphere	2.27	Benzyl Chloride	50	19.53	2.11	430.2	KL Grady	G5R3_MAIN_18SEP2017_LR1_MT		15.6	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192800			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-09-18	1505707200	18.09.17	0	18.9	27	14.1	985	78.3	1.62	1.89	19.6	166.3	246.46	21.8	NA	2017	NA	NA	NA	NA
220	4	G5R4_MAIN_18SEP2017	18	9	2017	12:03	Hot and Sunny	18.8	senescence	G5R4_MAIN	4	NA	NA	switchgrass	standard fertilization	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_MAIN_18SEP2017	6	2017-12-07	6.4	72	11	62	860	113	2.3	0.6	2.8	5.64	20.1	G5R4_MAIN_18SEP2017	585	1.0112	44.4036	43.9118	166.37	0.38	G5R4_MAIN_18SEP2017_LR1	4/24/18	RNA	1	phyllosphere	1.42	Benzyl Chloride	50	45	2.05	1584.5	KL Grady	G5R4_MAIN_18SEP2017_LR1_MT		16.2	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192801			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-09-18	1505707200	18.09.17	0	18.9	27	14.1	985	78.3	1.62	1.89	19.6	166.3	246.46	21.8	NA	2017	NA	NA	NA	NA
223	8	G5R3_NF_18SEP2017	18	9	2017	13:45	Hot and Sunny	33.1	senescence	G5R3_NF	3	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R3_NF_18SEP2017	6	2017-12-07	6.3	71	14	73	933	117	2.2	0.1	2.3	6.87	18.9	G5R3_NF_18SEP2017	429	0.9734	44.7985	46.0227	152.4	0.373	G5R3_NF_18SEP2017_LR1	4/24/18	RNA	1	phyllosphere	2.51	Benzyl Chloride	50	85.45	2.15	1702.2	KL Grady	G5R3_NF_18SEP2017_LR1_MT		17.1	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192804			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-09-18	1505707200	18.09.17	0	18.9	27	14.1	985	78.3	1.62	1.89	19.6	166.3	246.46	21.8	NA	2017	NA	NA	NA	NA
224	9	G5R4_NF_18SEP2017	18	9	2017	14:01	Hot and Sunny	29.5	senescence	G5R4_NF	4	NA	NA	switchgrass	nitrogen free	GMT - 5:00	-85.37	42.39	286	Kellogg Biological Station	United States	G5R4_NF_18SEP2017	6	2017-12-07	6.2	72	25	110	722	111	2.1	0.1	2.1	6.34	20.8	G5R4_NF_18SEP2017	448	0.8038	44.1548	54.9326	142.24	0.389	G5R4_NF_18SEP2017_LR1	4/24/18	RNA	1	phyllosphere	3.76	Benzyl Chloride	50	188	2.18	2500	KL Grady	G5R4_NF_18SEP2017_LR1_MT		22.6	Metatranscriptome	DOE Joint Genome Institute	NA	Y	Y	N	NA	N	0	192805			/mnt/research/ShadeLab/Sequence/raw_sequence/GLBRC/metatranscriptomes		NA	2017-09-18	1505707200	18.09.17	0	18.9	27	14.1	985	78.3	1.62	1.89	19.6	166.3	246.46	21.8	NA	2017	NA	NA	NA	NA
